PCD,LAT,LNG
"TN34 2","50.87401425984251968503937007874016","0.5784674409448818897637795275590551"
"TN34 3","50.86222848535564853556485355648536","0.5907012217573221757322175732217573"
"TN34 9","50.85707758974358974358974358974359","0.5783036666666666666666666666666667"
"TN35 4","50.89447423076923076923076923076923","0.6206775432692307692307692307692308"
"TN35 5","50.86981158695652173913043478260870","0.6064698369565217391304347826086957"
"TN36 4","50.92030388118811881188118811881188","0.6990219702970297029702970297029703"
"TN37 6","50.85901488947368421052631578947368","0.5609733842105263157894736842105263"
"TN37 7","50.88225589411764705882352941176471","0.5544981019607843137254901960784314"
"TN38 0","50.85710948466257668711656441717791","0.5493710153374233128834355828220859"
"TN38 1","50.86782055555555555555555555555556","0.5481417222222222222222222222222222"
"TN38 8","50.86312933766233766233766233766234","0.5276104415584415584415584415584416"
"TN38 9","50.87377393577981651376146788990826","0.5406173669724770642201834862385321"
"TN39 3","50.84024320921985815602836879432624","0.4540288297872340425531914893617021"
"TN39 4","50.84815520879120879120879120879121","0.4434644615384615384615384615384615"
"TN39 5","50.85948470940170940170940170940171","0.4635861367521367521367521367521368"
"TN4 0","51.15901983400809716599190283400810","0.2572690728744939271255060728744939"
"TN4 8","51.132591152","0.241528568"
"TN4 9","51.14557153113553113553113553113553","0.2648363589743589743589743589743590"
"TN40 1","50.84094424267782426778242677824268","0.4793406987447698744769874476987448"
"TN40 2","50.84980838152610441767068273092369","0.4875070120481927710843373493975904"
"TN40 9","50.84110872727272727272727272727273","0.4724391818181818181818181818181818"
"TN5 6","51.06600760683760683760683760683761","0.3330685982905982905982905982905983"
"TN5 7","51.04951113017751479289940828402367","0.4085486863905325443786982248520710"
"TN6 1","51.05600728985507246376811594202899","0.1566114311594202898550724637681159"
"TN6 2","51.05427514527027027027027027027027","0.1729301351351351351351351351351351"
"TN6 3","51.04504173191489361702127659574468","0.2018317276595744680851063829787234"
"TN6 9","51.06021438461538461538461538461538","0.1607220769230769230769230769230769"
"TN7 4","51.09619532653061224489795918367347","0.1023202142857142857142857142857143"
"TN8 5","51.19225137623762376237623762376238","0.06420554950495049504950495049504950"
"TN8 6","51.21387478571428571428571428571429","0.06671440952380952380952380952380952"
"TN8 7","51.17158557241379310344827586206897","0.1147469586206896551724137931034483"
"TN8 9","51.19788483333333333333333333333333","0.06415575"
"TN9 1","51.19648494915254237288135593220339","0.2761217627118644067796610169491525"
"TN9 2","51.18731064435146443514644351464435","0.2707312552301255230125523012552301"
"TN9 9","51.19012485714285714285714285714286","0.2870125714285714285714285714285714"
